Designator,Mid X,Mid Y,Rotation,Layer
C20,141.275,-81.54,0.0,top
C3,143.15,-80.62,180.0,top
C4,141.275,-80.62,0.0,top
C5,143.15,-81.54,180.0,top
J3,136.8,-88.915,0.0,bottom
R1,132.45,-81.265,0.0,top
R2,132.45,-82.29,0.0,top
R3,132.45,-85.065,0.0,top
U1,136.8,-80.365,180.0,bottom
U3,142.075,-83.865,0.0,top
