Designator,Footprint,Quantity,Value,LCSC Part #
"C20, C3",0402,2,100nF,
"C4, C5",0402,2,4.7uF,
J3,JST_SM05B-SRSS-TB_LF__SN_,1,SM05B-SRSS-TB_LF__SN_,
"R1, R2, R3",0402,3,472,
U1,XDCR_MAX30101EFD_,1,MAX30102EFD_T,
U3,SOT-25_TOR,1,XC6220B181MR-G,
